name,description,max_attempts,value,type_data,category,type,state,requirements,connection_info,flags,tags,hints
Read inside ~./bash_history,Read inside ~./bash_history,0,200,,Linux / Intermediate,standard,visible,,"{""schema"":""ctfd-access-v1"",""type"":""terminal"",""provision"":{""enabled"":true,""image"":""ctfd-linux-lab-base:latest"",""startup_command"":""while true; do sleep 3600; done"",""flag"":""lab12_q12_read_inside_bash_history""},""autograde"":{""enabled"":true,""commands"":[""cat ~/.bash_history""]}}","[{""type"": ""static"", ""content"": ""lab12_q12_read_inside_bash_history""}]","linux,lab12,intermediate","[{""content"": ""Focus on the Linux utility implied by the task wording."", ""cost"": 10}, {""content"": ""Start by checking manual/help for `read`."", ""cost"": 25}]"
Bash History Understanding,Bash History Understanding,0,200,,Linux / Intermediate,standard,visible,,"{""schema"":""ctfd-access-v1"",""type"":""terminal"",""provision"":{""enabled"":true,""image"":""ctfd-linux-lab-base:latest"",""startup_command"":""while true; do sleep 3600; done"",""flag"":""lab12_q13_bash_history_understanding""},""autograde"":{""enabled"":true,""commands"":[""bash""]}}","[{""type"": ""static"", ""content"": ""lab12_q13_bash_history_understanding""}]","linux,lab12,intermediate","[{""content"": ""Focus on the Linux utility implied by the task wording."", ""cost"": 10}, {""content"": ""Start by checking manual/help for `bash`."", ""cost"": 25}]"
"Use Ctrl + R to search history for "" cat "" then run the command","Use Ctrl + R to search history for "" cat "" then run the command",0,200,,Linux / Intermediate,standard,visible,,"{""schema"":""ctfd-access-v1"",""type"":""terminal"",""provision"":{""enabled"":true,""image"":""ctfd-linux-lab-base:latest"",""startup_command"":""while true; do sleep 3600; done"",""flag"":""lab12_q14_use_ctrl_r_to_search_history_for_cat_then_run_the_comm""},""autograde"":{""enabled"":true,""commands"":[""cat /etc/ssh/ssh_host_ecdsa_key""]}}","[{""type"": ""static"", ""content"": ""lab12_q14_use_ctrl_r_to_search_history_for_cat_then_run_the_comm""}]","linux,lab12,intermediate","[{""content"": ""Focus on the Linux utility implied by the task wording."", ""cost"": 10}, {""content"": ""Start by checking manual/help for `use`."", ""cost"": 25}]"
Learn bash history shortcuts,Learn bash history shortcuts,0,200,,Linux / Intermediate,standard,visible,,"{""schema"":""ctfd-access-v1"",""type"":""terminal"",""provision"":{""enabled"":true,""image"":""ctfd-linux-lab-base:latest"",""startup_command"":""while true; do sleep 3600; done"",""flag"":""lab12_q15_learn_bash_history_shortcuts""},""autograde"":{""enabled"":true,""commands"":[""sudo !cat""]}}","[{""type"": ""static"", ""content"": ""lab12_q15_learn_bash_history_shortcuts""}]","linux,lab12,intermediate","[{""content"": ""Focus on the Linux utility implied by the task wording."", ""cost"": 10}, {""content"": ""Start by checking manual/help for `learn`."", ""cost"": 25}]"
"Search history, replace string, and run","Search history, replace string, and run",0,200,,Linux / Intermediate,standard,visible,,"{""schema"":""ctfd-access-v1"",""type"":""terminal"",""provision"":{""enabled"":true,""image"":""ctfd-linux-lab-base:latest"",""startup_command"":""while true; do sleep 3600; done"",""flag"":""lab12_q16_search_history_replace_string_and_run""},""autograde"":{""enabled"":false,""commands"":[]}}","[{""type"": ""static"", ""content"": ""lab12_q16_search_history_replace_string_and_run""}]","linux,lab12,intermediate","[{""content"": ""Focus on the Linux utility implied by the task wording."", ""cost"": 10}, {""content"": ""Start by checking manual/help for `search`."", ""cost"": 25}]"
Search history then run,Search history then run,0,200,,Linux / Intermediate,standard,visible,,"{""schema"":""ctfd-access-v1"",""type"":""terminal"",""provision"":{""enabled"":true,""image"":""ctfd-linux-lab-base:latest"",""startup_command"":""while true; do sleep 3600; done"",""flag"":""lab12_q17_search_history_then_run""},""autograde"":{""enabled"":false,""commands"":[]}}","[{""type"": ""static"", ""content"": ""lab12_q17_search_history_then_run""}]","linux,lab12,intermediate","[{""content"": ""Focus on the Linux utility implied by the task wording."", ""cost"": 10}, {""content"": ""Start by checking manual/help for `search`."", ""cost"": 25}]"
End of the command history recall,End of the command history recall,0,200,,Linux / Intermediate,standard,visible,,"{""schema"":""ctfd-access-v1"",""type"":""terminal"",""provision"":{""enabled"":true,""image"":""ctfd-linux-lab-base:latest"",""startup_command"":""while true; do sleep 3600; done"",""flag"":""lab12_q18_end_of_the_command_history_recall""},""autograde"":{""enabled"":true,""commands"":[""ls -R !!:$""]}}","[{""type"": ""static"", ""content"": ""lab12_q18_end_of_the_command_history_recall""}]","linux,lab12,intermediate","[{""content"": ""Focus on the Linux utility implied by the task wording."", ""cost"": 10}, {""content"": ""Start by checking manual/help for `end`."", ""cost"": 25}]"
Single replacement history recall,Single replacement history recall,0,200,,Linux / Intermediate,standard,visible,,"{""schema"":""ctfd-access-v1"",""type"":""terminal"",""provision"":{""enabled"":true,""image"":""ctfd-linux-lab-base:latest"",""startup_command"":""while true; do sleep 3600; done"",""flag"":""lab12_q19_single_replacement_history_recall""},""autograde"":{""enabled"":false,""commands"":[]}}","[{""type"": ""static"", ""content"": ""lab12_q19_single_replacement_history_recall""}]","linux,lab12,intermediate","[{""content"": ""Focus on the Linux utility implied by the task wording."", ""cost"": 10}, {""content"": ""Start by checking manual/help for `single`."", ""cost"": 25}]"
View the passwd file.,View the passwd file.,0,200,,Linux / Intermediate,standard,visible,,"{""schema"":""ctfd-access-v1"",""type"":""terminal"",""provision"":{""enabled"":true,""image"":""ctfd-linux-lab-base:latest"",""startup_command"":""while true; do sleep 3600; done"",""flag"":""lab13_q01_view_the_passwd_file""},""autograde"":{""enabled"":true,""commands"":[""cat /etc/passwd""]}}","[{""type"": ""static"", ""content"": ""lab13_q01_view_the_passwd_file""}]","linux,lab13,intermediate","[{""content"": ""Focus on the Linux utility implied by the task wording."", ""cost"": 10}, {""content"": ""Start by checking manual/help for `view`."", ""cost"": 25}]"
Create a user.,Create a user.,0,200,,Linux / Intermediate,standard,visible,,"{""schema"":""ctfd-access-v1"",""type"":""terminal"",""provision"":{""enabled"":true,""image"":""ctfd-linux-lab-base:latest"",""startup_command"":""while true; do sleep 3600; done"",""flag"":""lab13_q02_create_a_user""},""autograde"":{""enabled"":true,""commands"":[""sudo useradd eve -s""]}}","[{""type"": ""static"", ""content"": ""lab13_q02_create_a_user""}]","linux,lab13,intermediate","[{""content"": ""Focus on the Linux utility implied by the task wording."", ""cost"": 10}, {""content"": ""Start by checking manual/help for `create`."", ""cost"": 25}]"
Set the password for the new account.,Set the password for the new account.,0,200,,Linux / Intermediate,standard,visible,,"{""schema"":""ctfd-access-v1"",""type"":""terminal"",""provision"":{""enabled"":true,""image"":""ctfd-linux-lab-base:latest"",""startup_command"":""while true; do sleep 3600; done"",""flag"":""lab13_q03_set_the_password_for_the_new_account""},""autograde"":{""enabled"":true,""commands"":[""sudo passwd eve""]}}","[{""type"": ""static"", ""content"": ""lab13_q03_set_the_password_for_the_new_account""}]","linux,lab13,intermediate","[{""content"": ""Focus on the Linux utility implied by the task wording."", ""cost"": 10}, {""content"": ""Start by checking manual/help for `set`."", ""cost"": 25}]"
Create the new users home directory.,Create the new users home directory.,0,200,,Linux / Intermediate,standard,visible,,"{""schema"":""ctfd-access-v1"",""type"":""terminal"",""provision"":{""enabled"":true,""image"":""ctfd-linux-lab-base:latest"",""startup_command"":""while true; do sleep 3600; done"",""flag"":""lab13_q04_create_the_new_users_home_directory""},""autograde"":{""enabled"":true,""commands"":[""sudo mkdir /home/eve""]}}","[{""type"": ""static"", ""content"": ""lab13_q04_create_the_new_users_home_directory""}]","linux,lab13,intermediate","[{""content"": ""Focus on the Linux utility implied by the task wording."", ""cost"": 10}, {""content"": ""Start by checking manual/help for `create`."", ""cost"": 25}]"
Assign ownership of the new directory to the user.,Assign ownership of the new directory to the user.,0,200,,Linux / Intermediate,standard,visible,,"{""schema"":""ctfd-access-v1"",""type"":""terminal"",""provision"":{""enabled"":true,""image"":""ctfd-linux-lab-base:latest"",""startup_command"":""while true; do sleep 3600; done"",""flag"":""lab13_q05_assign_ownership_of_the_new_directory_to_the_user""},""autograde"":{""enabled"":true,""commands"":[""sudo chown eve:eve /home/eve""]}}","[{""type"": ""static"", ""content"": ""lab13_q05_assign_ownership_of_the_new_directory_to_the_user""}]","linux,lab13,intermediate","[{""content"": ""Focus on the Linux utility implied by the task wording."", ""cost"": 10}, {""content"": ""Start by checking manual/help for `assign`."", ""cost"": 25}]"
View the passwd file. (2),View the passwd file.,0,200,,Linux / Intermediate,standard,visible,,"{""schema"":""ctfd-access-v1"",""type"":""terminal"",""provision"":{""enabled"":true,""image"":""ctfd-linux-lab-base:latest"",""startup_command"":""while true; do sleep 3600; done"",""flag"":""lab13_q06_view_the_passwd_file""},""autograde"":{""enabled"":true,""commands"":[""tail /etc/passwd""]}}","[{""type"": ""static"", ""content"": ""lab13_q06_view_the_passwd_file""}]","linux,lab13,intermediate","[{""content"": ""Focus on the Linux utility implied by the task wording."", ""cost"": 10}, {""content"": ""Start by checking manual/help for `view`."", ""cost"": 25}]"
View the users.,View the users.,0,200,,Linux / Intermediate,standard,visible,,"{""schema"":""ctfd-access-v1"",""type"":""terminal"",""provision"":{""enabled"":true,""image"":""ctfd-linux-lab-base:latest"",""startup_command"":""while true; do sleep 3600; done"",""flag"":""lab13_q07_view_the_users""},""autograde"":{""enabled"":true,""commands"":[""sudo tail /etc/shadow""]}}","[{""type"": ""static"", ""content"": ""lab13_q07_view_the_users""}]","linux,lab13,intermediate","[{""content"": ""Focus on the Linux utility implied by the task wording."", ""cost"": 10}, {""content"": ""Start by checking manual/help for `view`."", ""cost"": 25}]"
Switch to the user’s account.,Switch to the user’s account.,0,200,,Linux / Intermediate,standard,visible,,"{""schema"":""ctfd-access-v1"",""type"":""terminal"",""provision"":{""enabled"":true,""image"":""ctfd-linux-lab-base:latest"",""startup_command"":""while true; do sleep 3600; done"",""flag"":""lab13_q08_switch_to_the_user_s_account""},""autograde"":{""enabled"":true,""commands"":[""su eve""]}}","[{""type"": ""static"", ""content"": ""lab13_q08_switch_to_the_user_s_account""}]","linux,lab13,intermediate","[{""content"": ""Focus on the Linux utility implied by the task wording."", ""cost"": 10}, {""content"": ""Start by checking manual/help for `switch`."", ""cost"": 25}]"
Exit current user’s shell.,Exit current user’s shell.,0,200,,Linux / Intermediate,standard,visible,,"{""schema"":""ctfd-access-v1"",""type"":""terminal"",""provision"":{""enabled"":true,""image"":""ctfd-linux-lab-base:latest"",""startup_command"":""while true; do sleep 3600; done"",""flag"":""lab13_q09_exit_current_user_s_shell""},""autograde"":{""enabled"":true,""commands"":[""exit""]}}","[{""type"": ""static"", ""content"": ""lab13_q09_exit_current_user_s_shell""}]","linux,lab13,intermediate","[{""content"": ""Focus on the Linux utility implied by the task wording."", ""cost"": 10}, {""content"": ""Start by checking manual/help for `exit`."", ""cost"": 25}]"
Check history,Check history,0,200,,Linux / Intermediate,standard,visible,,"{""schema"":""ctfd-access-v1"",""type"":""terminal"",""provision"":{""enabled"":true,""image"":""ctfd-linux-lab-base:latest"",""startup_command"":""while true; do sleep 3600; done"",""flag"":""lab13_q10_check_history""},""autograde"":{""enabled"":false,""commands"":[]}}","[{""type"": ""static"", ""content"": ""lab13_q10_check_history""}]","linux,lab13,intermediate","[{""content"": ""Focus on the Linux utility implied by the task wording."", ""cost"": 10}, {""content"": ""Start by checking manual/help for `check`."", ""cost"": 25}]"
usermod command,usermod command,0,200,,Linux / Intermediate,standard,visible,,"{""schema"":""ctfd-access-v1"",""type"":""terminal"",""provision"":{""enabled"":true,""image"":""ctfd-linux-lab-base:latest"",""startup_command"":""while true; do sleep 3600; done"",""flag"":""lab13_q11_usermod_command""},""autograde"":{""enabled"":true,""commands"":[""sudo usermod -c '<your_name>'""]}}","[{""type"": ""static"", ""content"": ""lab13_q11_usermod_command""}]","linux,lab13,intermediate","[{""content"": ""Focus on the Linux utility implied by the task wording."", ""cost"": 10}, {""content"": ""Start by checking manual/help for `usermod`."", ""cost"": 25}]"
chfn command,chfn command,0,200,,Linux / Intermediate,standard,visible,,"{""schema"":""ctfd-access-v1"",""type"":""terminal"",""provision"":{""enabled"":true,""image"":""ctfd-linux-lab-base:latest"",""startup_command"":""while true; do sleep 3600; done"",""flag"":""lab13_q12_chfn_command""},""autograde"":{""enabled"":true,""commands"":[""sudo chfn -r 1337""]}}","[{""type"": ""static"", ""content"": ""lab13_q12_chfn_command""}]","linux,lab13,intermediate","[{""content"": ""Focus on the Linux utility implied by the task wording."", ""cost"": 10}, {""content"": ""Start by checking manual/help for `chfn`."", ""cost"": 25}]"
